Last Update;Continent;Region;ICC;ID;Country;ID;;Province;ID;District;ZIP;Area;Population;Doubletten;;"Cases 
/
100.000";Confirmed;Deaths;Recovered;OpenStreetMap;Lat.;Long.;#
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;7.416.473.160;USA;;4,53;335.957;14.634;97.882;;;;292
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
2020-03-22 16:43;Americas;South America;57;COL;Colombia;;;;;;;;49.395.678;COL;0;0,47;231;2;3;https://www.openstreetmap.org/#map=5/4.5709/-74.2973&layers=T;4.5709;-74.2973;94
2020-03-22 15:13;Americas;South America;54;ARG;Argentina;;;;;;;;44.938.712;ARG;0;0,50;225;4;3;https://www.openstreetmap.org/#map=5/-38.4161/-63.6167&layers=T;-38.4161;-63.6167;95
2020-03-22 15:13;Americas;Northern America;1;USA;United States;CT;;Connecticut;;;;;3.574.097;USA_CT;0;6,24;223;5;0;https://www.openstreetmap.org/#map=5/41.5978/-72.7554&layers=T;41.5978;-72.7554;96
2020-03-22 23:13;Europe;Southern Europe;381;SRB;Serbia;;;;;;;;6.963.764;SRB;0;3,19;222;2;1;https://www.openstreetmap.org/#map=5/44.0165/21.0059&layers=T;44.0165;21.0059;97
2020-03-21 13:13;Oceania;Oceania;61;AUS;Australia;QLD;;Queensland;;;;;5.095.100;AUS_QLD;0;4,34;221;0;8;https://www.openstreetmap.org/#map=5/-28.0167/153.4000&layers=T;-28.0167;153.4000;98
2020-03-22 22:43;Americas;Northern America;1;USA;United States;VA;;Virginia;;;;;8.001.024;USA_VA;0;2,76;221;6;0;https://www.openstreetmap.org/#map=5/37.7693/-78.1700&layers=T;37.7693;-78.1700;99
2020-03-22 23:43;Americas;Northern America;1;CAN;Canada;QC;;Quebec;;;;;8.522.800;CAN_QC;0;2,57;219;5;0;https://www.openstreetmap.org/#map=5/52.9399/-73.5491&layers=T;52.9399;-73.5491;100
2020-03-22 17:43;Americas;Northern America;1;USA;United States;MS;;Mississippi;;;;;2.967.297;USA_MS;0;6,98;207;1;0;https://www.openstreetmap.org/#map=5/32.7416/-89.6787&layers=T;32.7416;-89.6787;101
2020-03-22 16:43;Americas;Caribbean;1;DOM;Dominican Republic;;;;;;;;10.358.320;DOM;0;1,95;202;3;0;https://www.openstreetmap.org/#map=5/18.7357/-70.1627&layers=T;18.7357;-70.1627;102
2020-03-22 16:43;Africa;Northern Africa;213;DZA;Algeria;;;;;;;;43.000.000;DZA;0;0,47;201;17;65;https://www.openstreetmap.org/#map=5/28.0339/1.6596&layers=T;28.0339;1.6596;103
2020-03-22 20:43;Americas;Northern America;1;USA;United States;IN;;Indiana;;;;;6.483.802;USA_IN;0;3,10;201;6;0;https://www.openstreetmap.org/#map=5/39.8494/-86.2583&layers=T;39.8494;-86.2583;104
2020-03-22 22:43;Americas;Northern America;1;USA;United States;SC;;South Carolina;;;;;4.625.364;USA_SC;0;4,24;196;3;0;https://www.openstreetmap.org/#map=5/33.8569/-80.9450&layers=T;33.8569;-80.9450;105
2020-03-22 23:43;Asia;Western Asia;374;ARM;Armenia;;;;;;;;2.957.500;ARM;0;6,56;194;0;2;https://www.openstreetmap.org/#map=5/40.0691/45.0382&layers=T;40.0691;45.0382;106
2020-03-22 19:43;Americas;Northern America;1;USA;United States;NV;;Nevada;;;;;2.700.551;USA_NV;0;7,04;190;2;0;https://www.openstreetmap.org/#map=5/38.3135/-117.0554&layers=T;38.3135;-117.0554;107
2020-03-22 15:13;Asia;Western Asia;965;KWT;Kuwait;;;;;;;;4.420.110;KWT;0;4,25;188;0;27;https://www.openstreetmap.org/#map=5/29.3117/47.4818&layers=T;29.3117;47.4818;108
2020-03-22 23:43;Europe;Eastern Europe;359;BGR;Bulgaria;;;;;;;;7.000.039;BGR;0;2,67;187;3;3;https://www.openstreetmap.org/#map=5/42.7339/25.4858&layers=T;42.7339;25.4858;109
2020-03-22 23:13;Europe;Eastern Europe;421;SVK;Slovakia;;;;;;;;5.456.362;SVK;0;3,39;185;1;7;https://www.openstreetmap.org/#map=5/48.6690/19.6990&layers=T;48.6690;19.6990;110
2020-03-22 22:43;Americas;Northern America;1;USA;United States;UT;;Utah;;;;;2.763.885;USA_UT;0;6,55;181;1;0;https://www.openstreetmap.org/#map=5/40.1500/-111.8624&layers=T;40.1500;-111.8624;111
2020-03-16 23:53;Asia;Eastern Asia;86;CHN;China;云;;Yunnan;;;;;48.300.000;CHN_云;0;0,36;176;2;172;https://www.openstreetmap.org/#map=5/24.9740/101.4870&layers=T;24.9740;101.4870;112
2020-03-22 08:13;Asia;Eastern Asia;886;TWN;Taiwan;;;;;;;;23.604.265;TWN;0;0,72;169;2;28;https://www.openstreetmap.org/#map=5/23.7000/121.0000&layers=T;23.7000;121.0000;113
2020-03-22 18:13;Americas;Northern America;1;USA;United States;MN;;Minnesota;;;;;5.303.925;USA_MN;0;3,19;169;1;0;https://www.openstreetmap.org/#map=5/45.6945/-93.9002&layers=T;45.6945;-93.9002;114
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;琼;;Hainan;;;;;9.340.000;CHN_琼;0;1,80;168;6;161;https://www.openstreetmap.org/#map=5/19.1959/109.7453&layers=T;19.1959;109.7453;115
2020-03-22 19:43;Americas;Northern America;1;USA;United States;AR;;Arkansas;;;;;2.915.918;USA_AR;0;5,66;165;0;0;https://www.openstreetmap.org/#map=5/34.9697/-92.3731&layers=T;34.9697;-92.3731;116
2020-03-22 20:43;Americas;Northern America;1;USA;United States;OR;;Oregon;;;;;3.831.074;USA_OR;0;4,20;161;4;0;https://www.openstreetmap.org/#map=5/44.5720/-122.0709&layers=T;44.5720;-122.0709;117
2020-03-22 11:13;Europe;Southern Europe;378;SMR;San Marino;;;;;;;;33.574;SMR;0;476,56;160;20;4;https://www.openstreetmap.org/#map=5/43.9424/12.4578&layers=T;43.9424;12.4578;118
2020-03-21 17:43;Asia;Western Asia;971;ARE;United Arab Emirates;;;;;;;;9.770.529;ARE;0;1,57;153;2;38;https://www.openstreetmap.org/#map=5/23.4241/53.8478&layers=T;23.4241;53.8478;119
2020-03-22 19:43;Americas;Northern America;1;USA;United States;AZ;;Arizona;;;;;6.392.017;USA_AZ;0;2,38;152;2;0;https://www.openstreetmap.org/#map=5/33.7298/-111.4312&layers=T;33.7298;-111.4312;120
2020-03-18 01:53;Asia;Eastern Asia;86;CHN;China;贵;;Guizhou;;;;;36.000.000;CHN_贵;0;0,41;146;2;144;https://www.openstreetmap.org/#map=5/26.8154/106.8748&layers=T;26.8154;106.8748;121
2020-03-22 15:13;Europe;Northern Europe;371;LVA;Latvia;;;;;;;;1.906.800;LVA;0;7,29;139;0;1;https://www.openstreetmap.org/#map=5/56.8796/24.6032&layers=T;56.8796;24.6032;122
2020-03-22 18:13;Americas;Northern America;1;USA;United States;AL;;Alabama;;;;;4.779.736;USA_AL;0;2,89;138;0;0;https://www.openstreetmap.org/#map=5/32.3182/-86.9023&layers=T;32.3182;-86.9023;123
2020-03-19 23:43;Asia;Eastern Asia;86;CHN;China;津;;Tianjin;;;;;15.600.000;CHN_津;0;0,88;137;3;133;https://www.openstreetmap.org/#map=5/39.3054/117.3230&layers=T;39.3054;117.3230;124
2020-03-22 14:13;Asia;Eastern Asia;86;CHN;China;甘;;Gansu;;;;;26.370.000;CHN_甘;0;0,52;136;2;114;https://www.openstreetmap.org/#map=5/36.0611/103.8343&layers=T;36.0611;103.8343;125
2020-03-22 11:13;Americas;South America;598;URY;Uruguay;;;;;;;;3.518.552;URY;0;3,84;135;0;0;https://www.openstreetmap.org/#map=5/-32.5228/-55.7658&layers=T;-32.5228;-55.7658;126
2020-03-22 23:43;Americas;Central America;506;CRI;Costa Rica;;;;;;;;5.058.007;CRI;0;2,65;134;2;2;https://www.openstreetmap.org/#map=5/9.7489/-83.7534&layers=T;9.7489;-83.7534;127
2020-03-13 11:09;Asia;Eastern Asia;86;CHN;China;晋;;Shanxi;;;;;37.180.000;CHN_晋;0;0,36;133;0;133;https://www.openstreetmap.org/#map=5/37.5777/112.2922&layers=T;37.5777;112.2922;128
2020-03-22 23:13;Europe;Eastern Europe;36;HUN;Hungary;;;;;;;;9.772.756;HUN;0;1,34;131;6;16;https://www.openstreetmap.org/#map=5/47.1625/19.5033&layers=T;47.1625;19.5033;129
2020-03-22 15:13;Europe;Northern Europe;370;LTU;Lithuania;;;;;;;;2.793.350;LTU;0;4,69;131;1;1;https://www.openstreetmap.org/#map=5/55.1694/23.8813&layers=T;55.1694;23.8813;130
2020-03-22 23:43;Europe;Southern Europe;387;BIH;Bosnia and Herzegovina;;;;;;;;3.301.000;BIH;0;3,82;126;1;2;https://www.openstreetmap.org/#map=5/43.9159/17.6791&layers=T;43.9159;17.6791;131
2020-03-22 06:43;Asia;Eastern Asia;86;CHN;China;辽;;Liaoning;;;;;43.590.000;CHN_辽;0;0,29;126;2;124;https://www.openstreetmap.org/#map=5/41.2956/122.6085&layers=T;41.2956;122.6085;132
2020-03-22 14:13;Oceania;Oceania;61;AUS;Australia;WA;;Western Australia;;;;;2.621.680;AUS_WA;0;4,58;120;1;0;https://www.openstreetmap.org/#map=5/-31.9505/115.8605&layers=T;-31.9505;115.8605;133
2020-03-22 15:13;Europe;Northern Europe;298;FRO;Faroe Islands;;X;;;;;;52.124;FRO;0;220,63;115;0;0;https://www.openstreetmap.org/#map=5/61.8926/-6.9118&layers=T;61.8926;-6.9118;134
2020-03-22 23:13;Africa;Northern Africa;212;MAR;Morocco;;;;;;;;35.824.881;MAR;0;0,32;115;4;3;https://www.openstreetmap.org/#map=5/31.7917/-7.0926&layers=T;31.7917;-7.0926;135
2020-03-22 23:13;Europe;Southern Europe;389;MKD;North Macedonia;;;;;;;;2.077.132;MKD;0;5,49;114;1;1;https://www.openstreetmap.org/#map=5/41.6086/21.7453&layers=T;41.6086;21.7453;136
2020-03-22 14:43;Europe;Southern Europe;376;AND;Andorra;;;;;;;;77.543;AND;0;145,73;113;1;1;https://www.openstreetmap.org/#map=5/42.5063/1.5218&layers=T;42.5063;1.5218;137
2020-03-22 16:43;Asia;South-eastern Asia;84;VNM;Vietnam;;;;;;;;96.208.984;VNM;0;0,12;113;0;17;https://www.openstreetmap.org/#map=5/14.0583/108.2772&layers=T;14.0583;108.2772;138
2020-03-22 23:13;Asia;Western Asia;962;JOR;Jordan;;;;;;;;10.625.504;JOR;0;1,05;112;0;1;https://www.openstreetmap.org/#map=5/30.5852/36.2384&layers=T;30.5852;36.2384;139
2020-03-22 22:43;Americas;Northern America;1;USA;United States;DC;;District of Columbia;;;;;601.723;USA_DC;0;16,95;102;2;0;https://www.openstreetmap.org/#map=5/38.8974/-77.0268&layers=T;38.8974;-77.0268;140
2020-03-22 14:13;Oceania;Oceania;61;AUS;Australia;SA;;South Australia;;;;;1.751.693;AUS_SA;0;5,71;100;0;3;https://www.openstreetmap.org/#map=5/-34.9285/138.6007&layers=T;-34.9285;138.6007;141
2020-03-22 20:43;Americas;Northern America;1;USA;United States;MO;;Missouri;;;;;5.988.927;USA_MO;0;1,67;100;3;0;https://www.openstreetmap.org/#map=5/38.4561/-92.2884&layers=T;38.4561;-92.2884;142
2020-03-22 18:13;Americas;Northern America;1;USA;United States;KY;;Kentucky;;;;;4.339.367;USA_KY;0;2,28;99;3;0;https://www.openstreetmap.org/#map=5/37.6681/-84.6701&layers=T;37.6681;-84.6701;143
2020-03-22 16:43;Asia;Western Asia;357;CYP;Cyprus;;;;;;;;875.900;CYP;0;10,85;95;1;3;https://www.openstreetmap.org/#map=5/35.1264/33.4299&layers=T;35.1264;33.4299;144
2020-03-22 16:43;Europe;Eastern Europe;373;MDA;Moldova;;;;;;;;2.681.735;MDA;0;3,51;94;1;1;https://www.openstreetmap.org/#map=5/47.4116/28.3699&layers=T;47.4116;28.3699;145
2020-03-16 00:22;Asia;Eastern Asia;86;CHN;China;吉;;Jilin;;;;;27.040.000;CHN_吉;0;0,34;93;1;92;https://www.openstreetmap.org/#map=5/43.6661/126.1923&layers=T;43.6661;126.1923;146
2020-03-22 14:43;Europe;Southern Europe;356;MLT;Malta;;;;;;;;493.559;MLT;0;18,23;90;0;2;https://www.openstreetmap.org/#map=5/35.9375/14.3754&layers=T;35.9375;14.3754;147
2020-03-22 19:43;Americas;Northern America;1;USA;United States;IA;;Iowa;;;;;3.046.355;USA_IA;0;2,95;90;0;0;https://www.openstreetmap.org/#map=5/42.0115/-93.2105&layers=T;42.0115;-93.2105;148
2020-03-22 14:43;Europe;Southern Europe;355;ALB;Albania;;;;;;;;2.862.427;ALB;0;3,11;89;2;2;https://www.openstreetmap.org/#map=5/41.1533/20.1683&layers=T;41.1533;20.1683;149
2020-03-22 18:13;Americas;Northern America;1;USA;United States;ME;;Maine;;;;;1.328.361;USA_ME;0;6,70;89;0;0;https://www.openstreetmap.org/#map=5/44.6939/-69.3819&layers=T;44.6939;-69.3819;150
2020-03-22 16:43;Asia;South-eastern Asia;673;BRN;Brunei;;;;;;;;442.400;BRN;0;19,89;88;0;2;https://www.openstreetmap.org/#map=5/4.5353/114.7277&layers=T;4.5353;114.7277;151
2020-03-22 16:43;Asia;South-eastern Asia;855;KHM;Cambodia;;;;;;;;15.288.489;KHM;0;0,55;84;0;1;https://www.openstreetmap.org/#map=5/12.5657/104.9910&layers=T;12.5657;104.9910;152
2020-03-22 19:43;Americas;Northern America;1;USA;United States;RI;;Rhode Island;;;;;1.052.567;USA_RI;0;7,89;83;0;0;https://www.openstreetmap.org/#map=5/41.6809/-71.5118&layers=T;41.6809;-71.5118;153
2020-03-22 14:43;Asia;Southern Asia;94;LKA;Sri Lanka;;;;;;;;21.803.000;LKA;0;0,38;82;0;3;https://www.openstreetmap.org/#map=5/7.8731/80.7718&layers=T;7.8731;80.7718;154
2020-03-21 20:43;Europe;Eastern Europe;375;BLR;Belarus;;;;;;;;9.413.446;BLR;0;0,81;76;0;15;https://www.openstreetmap.org/#map=5/53.7098/27.9534&layers=T;53.7098;27.9534;155
2020-03-11 02:18;Asia;Eastern Asia;86;CHN;China;新;;Xinjiang;;;;;24.870.000;CHN_新;0;0,31;76;3;73;https://www.openstreetmap.org/#map=5/41.1129/85.2401&layers=T;41.1129;85.2401;156
2020-03-22 14:43;Africa;Western Africa;226;BFA;Burkina Faso;;;;;;;;20.870.060;BFA;0;0,36;75;4;5;https://www.openstreetmap.org/#map=5/12.2383/-1.5616&layers=T;12.2383;-1.5616;157
2020-03-19 01:03;Asia;Eastern Asia;86;CHN;China;蒙;;Inner Mongolia;;;;;25.340.000;CHN_蒙;0;0,30;75;1;74;https://www.openstreetmap.org/#map=5/44.0935/113.9448&layers=T;44.0935;113.9448;158
2020-03-16 14:38;Asia;Eastern Asia;86;CHN;China;宁;;Ningxia;;;;;6.880.000;CHN_宁;0;1,09;75;0;75;https://www.openstreetmap.org/#map=5/37.2692/106.1655&layers=T;37.2692;106.1655;159
2020-03-22 22:43;Africa;Northern Africa;216;TUN;Tunisia;;;;;;;;11.722.038;TUN;0;0,64;75;3;1;https://www.openstreetmap.org/#map=5/33.8869/9.5375&layers=T;33.8869;9.5375;160
2020-03-22 22:43;Europe;Eastern Europe;380;UKR;Ukraine;;;;;;;;41.902.416;UKR;0;0,17;73;3;1;https://www.openstreetmap.org/#map=5/48.3794/31.1656&layers=T;48.3794;31.1656;161
2020-03-22 01:43;Americas;South America;58;VEN;Venezuela;;;;;;;;32.219.521;VEN;0;0,22;70;0;15;https://www.openstreetmap.org/#map=5/6.4238/-66.5897&layers=T;6.4238;-66.5897;162
2020-03-22 23:13;Africa;Western Africa;221;SEN;Senegal;;;;;;;;16.209.125;SEN;0;0,41;67;0;5;https://www.openstreetmap.org/#map=5/14.4974/-14.4524&layers=T;14.4974;-14.4524;163
2020-03-22 18:13;Americas;Northern America;1;USA;United States;OK;;Oklahoma;;;;;3.751.351;USA_OK;0;1,79;67;2;0;https://www.openstreetmap.org/#map=5/35.5653/-96.9289&layers=T;35.5653;-96.9289;164
2020-03-22 11:13;Oceania;Oceania;64;NZL;New Zealand;;;;;;;;4.961.950;NZL;0;1,33;66;0;0;https://www.openstreetmap.org/#map=5/-40.9006/174.8860&layers=T;-40.9006;174.8860;165
2020-03-22 14:43;Asia;Western Asia;994;AZE;Azerbaijan;;;;;;;;10.067.108;AZE;0;0,65;65;1;10;https://www.openstreetmap.org/#map=5/40.1431/47.5769&layers=T;40.1431;47.5769;166
2020-03-22 03:13;Americas;Northern America;1;USA;United States;NH;;New Hampshire;;;;;1.316.470;USA_NH;0;4,94;65;0;0;https://www.openstreetmap.org/#map=5/43.4525/-71.5639&layers=T;43.4525;-71.5639;167
2020-03-22 22:43;Americas;Northern America;1;USA;United States;KS;;Kansas;;;;;2.853.118;USA_KS;0;2,24;64;2;0;https://www.openstreetmap.org/#map=5/38.5266/-96.7265&layers=T;38.5266;-96.7265;168
2020-03-22 23:13;Asia;Central Asia;7;KAZ;Kazakhstan;;;;;;;;18.654.144;KAZ;0;0,32;60;0;0;https://www.openstreetmap.org/#map=5/48.0196/66.9237&layers=T;48.0196;66.9237;169
2020-03-22 03:13;Americas;Northern America;1;USA;United States;NM;;New Mexico;;;;;2.059.179;USA_NM;0;2,77;57;0;0;https://www.openstreetmap.org/#map=5/34.8405/-106.2485&layers=T;34.8405;-106.2485;170
2020-03-22 02:13;Americas;Caribbean;590;GLP;Guadeloupe;;;;;;;;395.700;GLP;0;14,15;56;0;0;https://www.openstreetmap.org/#map=5/16.2650/-61.5510&layers=T;16.2650;-61.5510;171
2020-03-22 23:13;Asia;Western Asia;968;OMN;Oman;;;;;;;;4.664.790;OMN;0;1,18;55;0;17;https://www.openstreetmap.org/#map=5/21.4735/55.9754&layers=T;21.4735;55.9754;172
2020-03-22 11:13;Asia;Western Asia;995;GEO;Georgia;;;;;;;;3.723.464;GEO;0;1,45;54;0;3;https://www.openstreetmap.org/#map=5/42.3154/43.3569&layers=T;42.3154;43.3569;173
2020-03-22 23:43;Americas;Northern America;1;CAN;Canada;SK;;Saskatchewan;;;;;1.178.657;CAN_SK;0;4,41;52;0;0;https://www.openstreetmap.org/#map=5/52.9399/-106.4509&layers=T;52.9399;-106.4509;174
2020-03-22 20:13;Americas;Northern America;1;USA;United States;VT;;Vermont;;;;;625.741;USA_VT;0;8,31;52;2;0;https://www.openstreetmap.org/#map=5/44.0459/-72.7107&layers=T;44.0459;-72.7107;175
2020-03-22 20:13;Americas;Northern America;1;USA;United States;NE;;Nebraska;;;;;1.826.341;USA_NE;0;2,79;51;0;0;https://www.openstreetmap.org/#map=5/41.1254/-98.2681&layers=T;41.1254;-98.2681;176
2020-03-22 14:43;Americas;Caribbean;1;TTO;Trinidad and Tobago;;;;;;;;1.363.985;TTO;0;3,67;50;0;1;https://www.openstreetmap.org/#map=5/10.6918/-61.2225&layers=T;10.6918;-61.2225;177
2020-03-20 19:43;Americas;Northern America;1;USA;United States;EXT-1;;Diamond Princess;;;;;50;USA_EXT-1;0;98 %;49;0;0;https://www.openstreetmap.org/#map=5/35.4437/139.6380&layers=T;35.4437;139.6380;178
2020-03-22 03:13;Americas;Northern America;1;USA;United States;HI;;Hawaii;;;;;1.360.301;USA_HI;0;3,53;48;0;0;https://www.openstreetmap.org/#map=5/21.0943/-157.4983&layers=T;21.0943;-157.4983;179
2020-03-22 11:13;Africa;Eastern Africa;262;REU;Réunion;;;;;;;;853.659;REU;0;5,51;47;0;0;https://www.openstreetmap.org/#map=5/-21.1151/55.5364&layers=T;-21.1151;55.5364;180
2020-03-22 18:13;Americas;Northern America;1;USA;United States;DE;;Delaware;;;;;897.934;USA_DE;0;5,23;47;0;0;https://www.openstreetmap.org/#map=5/39.3185/-75.5071&layers=T;39.3185;-75.5071;181
2020-03-21 21:13;Asia;Central Asia;998;UZB;Uzbekistan;;;;;;;;34.042.388;UZB;0;0,13;43;0;0;https://www.openstreetmap.org/#map=5/41.3775/64.5853&layers=T;41.3775;64.5853;182
2020-03-22 03:13;Americas;Northern America;1;USA;United States;ID;;Idaho;;;;;1.567.582;USA_ID;0;2,68;42;0;0;https://www.openstreetmap.org/#map=5/44.2405/-114.4788&layers=T;44.2405;-114.4788;183
2020-03-22 23:43;Asia;Southern Asia;93;AFG;Afghanistan;;;;;;;;32.225.560;AFG;0;0,12;40;1;1;https://www.openstreetmap.org/#map=5/33.9391/67.7100&layers=T;33.9391;67.7100;184
2020-03-22 11:43;Africa;Middle Africa;237;CMR;Cameroon;;;;;;;;25.876.000;CMR;0;0,15;40;0;0;https://www.openstreetmap.org/#map=5/3.8480/11.5021&layers=T;3.8480;11.5021;185
2020-03-21 12:43;Europe;Western Europe;423;LIE;Liechtenstein;;;;;;;;38.557;LIE;0;95,96;37;0;0;https://www.openstreetmap.org/#map=5/47.1660/9.5554&layers=T;47.1660;9.5554;186
2020-03-22 02:13;Americas;Caribbean;596;MTQ;Martinique;;;;;;;;376.480;MTQ;0;9,83;37;1;0;https://www.openstreetmap.org/#map=5/14.6415/-61.0242&layers=T;14.6415;-61.0242;187
2020-03-22 23:43;Americas;Caribbean;53;CUB;Cuba;;;;;;;;11.209.628;CUB;0;0,31;35;1;0;https://www.openstreetmap.org/#map=5/21.5218/-77.7812&layers=T;21.5218;-77.7812;188
2020-03-21 21:13;Europe;Northern Europe;44;GBR;United Kingdom;CI;;Channel Islands;;;;;170.499;GBR_CI;0;18,77;32;0;0;https://www.openstreetmap.org/#map=5/49.3723/-2.3644&layers=T;49.3723;-2.3644;189
2020-03-22 20:13;Americas;Northern America;1;USA;United States;MT;;Montana;;;;;989.415;USA_MT;0;3,13;31;0;0;https://www.openstreetmap.org/#map=5/46.9219/-110.4544&layers=T;46.9219;-110.4544;190
2020-03-22 16:43;Africa;Middle Africa;243;COD;DR Congo;;;;;;;;86.790.567;COD;0;0,03;30;1;0;https://www.openstreetmap.org/#map=5/-4.0383/21.7587&layers=T;-4.0383;21.7587;191
2020-03-22 23:13;Africa;Western Africa;234;NGA;Nigeria;;;;;;;;200.963.599;NGA;0;0,01;30;0;2;https://www.openstreetmap.org/#map=5/9.0820/8.6753&layers=T;9.0820;8.6753;192
2020-03-22 15:14;Americas;Northern America;1;USA;United States;EXT-2;;Grand Princess;;;;;21;USA_EXT-2;0;143 %;30;1;0;https://www.openstreetmap.org/#map=5/37.6489/-122.6655&layers=T;37.6489;-122.6655;193
2020-03-22 23:43;Americas;Northern America;1;CAN;Canada;NS;;Nova Scotia;;;;;976.768;CAN_NS;0;2,87;28;0;0;https://www.openstreetmap.org/#map=5/44.6820/-63.7443&layers=T;44.6820;-63.7443;194
2020-03-21 23:13;Americas;Northern America;1;USA;United States;ND;;North Dakota;;;;;672.591;USA_ND;0;4,16;28;0;0;https://www.openstreetmap.org/#map=5/47.5289/-99.7840&layers=T;47.5289;-99.7840;195
2020-03-22 14:43;Asia;Southern Asia;880;BGD;Bangladesh;;;;;;;;168.186.262;BGD;0;0,02;27;2;3;https://www.openstreetmap.org/#map=5/23.6850/90.3563&layers=T;23.6850;90.3563;196
2020-03-22 18:13;Oceania;Micronesia;1;GUM;Guam;;X;;;;;;172.400;GUM;0;15,66;27;1;0;https://www.openstreetmap.org/#map=5/13.4443/144.7937&layers=T;13.4443;144.7937;197
2020-03-22 11:43;Americas;Central America;504;HND;Honduras;;;;;;;;9.158.345;HND;0;0,28;26;0;0;https://www.openstreetmap.org/#map=5/15.2000/-86.2419&layers=T;15.2000;-86.2419;198
2020-03-22 15:13;Americas;South America;591;BOL;Bolivia;;;;;;;;11.469.896;BOL;0;0,21;24;0;0;https://www.openstreetmap.org/#map=5/-16.2902/-63.5887&layers=T;-16.2902;-63.5887;199
2020-03-22 23:43;Africa;Western Africa;233;GHA;Ghana;;;;;;;;30.280.811;GHA;0;0,08;24;1;0;https://www.openstreetmap.org/#map=5/7.9465/-1.0232&layers=T;7.9465;-1.0232;200
2020-03-22 18:13;Americas;Northern America;1;USA;United States;WY;;Wyoming;;;;;563.626;USA_WY;0;4,26;24;0;0;https://www.openstreetmap.org/#map=5/42.7560/-107.3025&layers=T;42.7560;-107.3025;201
2020-03-22 23:13;Europe;Western Europe;377;MCO;Monaco;;;;;;;;38.300;MCO;0;60,05;23;0;1;https://www.openstreetmap.org/#map=5/43.7384/7.4246&layers=T;43.7384;7.4246;202
2020-03-22 15:13;Americas;Caribbean;1;PRI;Puerto Rico;;X;;;;;;3.193.694;PRI;0;0,72;23;1;0;https://www.openstreetmap.org/#map=5/18.2208/-66.5901&layers=T;18.2208;-66.5901;203
2020-03-22 14:13;Oceania;Oceania;61;AUS;Australia;TAS;;Tasmania;;;;;534.281;AUS_TAS;0;4,12;22;0;3;https://www.openstreetmap.org/#map=5/-41.4545/145.9707&layers=T;-41.4545;145.9707;204
2020-03-22 01:43;Americas;South America;595;PRY;Paraguay;;;;;;;;7.152.703;PRY;0;0,31;22;1;0;https://www.openstreetmap.org/#map=5/-23.4425/-58.4438&layers=T;-23.4425;-58.4438;205
2020-03-22 23:13;Europe;Southern Europe;382;MNE;Montenegro;;;;;;;;622.359;MNE;0;3,37;21;0;0;https://www.openstreetmap.org/#map=5/42.7087/19.3744&layers=T;42.7087;19.3744;206
2020-03-22 15:43;Americas;Northern America;1;USA;United States;AK;;Alaska;;;;;710.231;USA_AK;0;2,96;21;0;0;https://www.openstreetmap.org/#map=5/61.3707/-152.4044&layers=T;61.3707;-152.4044;207
2020-03-22 20:13;Americas;Northern America;1;USA;United States;SD;;South Dakota;;;;;814.180;USA_SD;0;2,58;21;1;0;https://www.openstreetmap.org/#map=5/44.2998/-99.4388&layers=T;44.2998;-99.4388;208
2020-03-22 13:43;Asia;Eastern Asia;86;CHN;China;澳;X;Macao;;;;;660.000;CHN_澳;0;3,03;20;0;10;https://www.openstreetmap.org/#map=5/22.1667/113.5500&layers=T;22.1667;113.5500;209
2020-03-22 14:13;Oceania;Oceania;61;AUS;Australia;ACT;;Australian Capital Territory;;;;;426.709;AUS_ACT;0;4,45;19;0;0;https://www.openstreetmap.org/#map=5/-35.4735/149.0124&layers=T;-35.4735;149.0124;210
2020-03-22 02:43;Americas;Northern America;1;CAN;Canada;MB;;Manitoba;;;;;1.373.859;CAN_MB;0;1,38;19;0;0;https://www.openstreetmap.org/#map=5/53.7609/-98.8139&layers=T;53.7609;-98.8139;211
2020-03-22 23:13;Americas;Central America;502;GTM;Guatemala;;;;;;;;16.604.026;GTM;0;0,11;19;1;0;https://www.openstreetmap.org/#map=5/15.7835/-90.2308&layers=T;15.7835;-90.2308;212
2020-03-22 23:13;Africa;Eastern Africa;250;RWA;Rwanda;;;;;;;;12.374.397;RWA;0;0,15;19;0;0;https://www.openstreetmap.org/#map=5/-1.9403/29.8739&layers=T;-1.9403;29.8739;213
2020-03-11 02:18;Asia;Eastern Asia;86;CHN;China;青;;Qinghai;;;;;6.030.000;CHN_青;0;0,30;18;0;18;https://www.openstreetmap.org/#map=5/35.7452/95.9956&layers=T;35.7452;95.9956;214
2020-03-21 21:13;Americas;South America;594;GUF;French Guiana;;;;;;;;290.691;GUF;0;6,19;18;0;6;https://www.openstreetmap.org/#map=5/3.9339/-53.1258&layers=T;3.9339;-53.1258;215
2020-03-22 14:43;Africa;Eastern Africa;230;MUS;Mauritius;;;;;;;;1.265.985;MUS;0;1,42;18;1;0;https://www.openstreetmap.org/#map=5/-20.3484/57.5522&layers=T;-20.3484;57.5522;216
2020-03-21 21:13;Americas;Northern America;1;CAN;Canada;NB;;New Brunswick;;;;;780.021;CAN_NB;0;2,18;17;0;0;https://www.openstreetmap.org/#map=5/46.5653/-66.4619&layers=T;46.5653;-66.4619;217
