0;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
0;time_series_19-covid-Confirmed;1;;;;;;;;;;;;;
0;;0;;VAT;;;VAT;;;;;;;;
0;;0;;HND;;;HND;;;;;;;;
0;;0;;HUN;;;HUN;;;;;;;;
0;;0;;ISL;;;ISL;;;;;;;;
0;;0;;IND;;;IND;;;;;;;;
0;;0;;IDN;;;IDN;;;;;;;;
0;;0;;IRN;;;IRN;;;;;;;;
0;;0;;IRQ;;;IRQ;;;;;;;;
0;;0;;IRL;;;IRL;;;;;;;;
0;;0;;ISR;;;ISR;;;;;;;;
0;;0;;ITA;;;ITA;;;;;;;;
0;;0;;JAM;;;JAM;;;;;;;;
0;;0;;JPN;;;JPN;;;;;;;;
0;;0;;JOR;;;JOR;;;;;;;;
0;;0;;KAZ;;;KAZ;;;;;;;;
0;;0;;KEN;;;KEN;;;;;;;;
0;;0;;KOR;;;KOR;;;;;;;;
0;;0;;KWT;;;KWT;;;;;;;;
0;;0;;KGZ;;;KGZ;;;;;;;;
0;;0;;LVA;;;LVA;;;;;;;;
0;;0;;LBN;;;LBN;;;;;;;;
0;;0;;LBR;;;LBR;;;;;;;;
0;;0;;LIE;;;LIE;;;;;;;;
0;;0;;LTU;;;LTU;;;;;;;;
0;;0;;LUX;;;LUX;;;;;;;;
0;;0;;MDG;;;MDG;;;;;;;;
0;;0;;MYS;;;MYS;;;;;;;;
0;;0;;MDV;;;MDV;;;;;;;;
0;;0;;MLT;;;MLT;;;;;;;;
0;;0;;MRT;;;MRT;;;;;;;;
0;;0;;MUS;;;MUS;;;;;;;;
0;;0;;MEX;;;MEX;;;;;;;;
0;;0;;MDA;;;MDA;;;;;;;;
0;;0;;MCO;;;MCO;;;;;;;;
0;;0;;MNG;;;MNG;;;;;;;;
0;;0;;MNE;;;MNE;;;;;;;;
0;;0;;MAR;;;MAR;;;;;;;;
0;;0;;NAM;;;NAM;;;;;;;;
0;;0;;NPL;;;NPL;;;;;;;;
0;;0;ABW;NLD;;;ABW;;;;;;;;
0;;0;CUW;NLD;;;CUW;;;;;;;;
0;;0;SXM;NLD;;;SXM;;;;;;;;
0;;0;;NLD;;;NLD;;;;;;;;
0;;0;;NZL;;;NZL;;;;;;;;
0;;0;;NIC;;;NIC;;;;;;;;
0;;0;;NER;;;NER;;;;;;;;
0;;0;;NGA;;;NGA;;;;;;;;
0;;0;;MKD;;;MKD;;;;;;;;
0;;0;;NOR;;;NOR;;;;;;;;
0;;0;;OMN;;;OMN;;;;;;;;
0;;0;;PAK;;;PAK;;;;;;;;
0;;0;;PAN;;;PAN;;;;;;;;
0;;0;;PNG;;;PNG;;;;;;;;
0;;0;;PRY;;;PRY;;;;;;;;
0;;0;;PER;;;PER;;;;;;;;
0;;0;;PHL;;;PHL;;;;;;;;
0;;0;;POL;;;POL;;;;;;;;
0;;0;;PRT;;;PRT;;;;;;;;
0;;0;;QAT;;;QAT;;;;;;;;
0;;0;;ROU;;;ROU;;;;;;;;
0;;0;;RUS;;;RUS;;;;;;;;
0;;0;;RWA;;;RWA;;;;;;;;
0;;0;;LCA;;;LCA;;;;;;;;
0;;0;;VCT;;;VCT;;;;;;;;
0;;0;;SMR;;;SMR;;;;;;;;
0;;0;;SAU;;;SAU;;;;;;;;
0;;0;;SEN;;;SEN;;;;;;;;
0;;0;;SRB;;;SRB;;;;;;;;
0;;0;;SYC;;;SYC;;;;;;;;
0;;0;;SGP;;;SGP;;;;;;;;
0;;0;;SVK;;;SVK;;;;;;;;
0;;0;;SVN;;;SVN;;;;;;;;
0;;0;;SOM;;;SOM;;;;;;;;
0;;0;;ZAF;;;ZAF;;;;;;;;
0;;0;;ESP;;;ESP;;;;;;;;
0;;0;;LKA;;;LKA;;;;;;;;
0;;0;;SDN;;;SDN;;;;;;;;
0;;0;;SUR;;;SUR;;;;;;;;
0;;0;;SWE;;;SWE;;;;;;;;
0;;0;;CHE;;;CHE;;;;;;;;
0;;0;;TWN;;;TWN;;;;;;;;
0;;0;;TZA;;;TZA;;;;;;;;
0;;0;;THA;;;THA;;;;;;;;
0;;0;;TGO;;;TGO;;;;;;;;
0;;0;;TTO;;;TTO;;;;;;;;
0;;0;;TUN;;;TUN;;;;;;;;
0;;0;;TUR;;;TUR;;;;;;;;
0;;0;;UGA;;;UGA;;;;;;;;
0;;0;;UKR;;;UKR;;;;;;;;
0;;0;;ARE;;;ARE;;;;;;;;
0;;0;BMU;GBR;;;BMU;;;;;;;;
0;;0;CYM;GBR;;;CYM;;;;;;;;
0;;0;;GBR;;;GBR;;;;;;;;
0;;0;GIB;GBR;;;GIB;;;;;;;;
0;;0;IMN;GBR;;;IMN;;;;;;;;
0;;0;MSR;GBR;;;MSR;;;;;;;;
0;;0;;GBR;;;GBR;;;;;;;;
0;;0;;URY;;;URY;;;;;;;;
0;;0;;USA;;;USA;;;;;;;;
0;;0;;UZB;;;UZB;;;;;;;;
0;;0;;VEN;;;VEN;;;;;;;;
0;;0;;VNM;;;VNM;;;;;;;;
0;;0;;ZMB;;;ZMB;;;;;;;;
0;;0;;ZWE;;;ZWE;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;DMA;;;DMA;;;;;;;;
0;;0;;GRD;;;GRD;;;;;;;;
0;;0;;MOZ;;;MOZ;;;;;;;;
0;;0;;SYR;;;SYR;;;;;;;;
0;;0;;TLS;;;TLS;;;;;;;;
0;;0;;BLZ;;;BLZ;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;LAO;;;LAO;;;;;;;;
0;;0;;LBY;;;LBY;;;;;;;;
0;;0;;PSE;;;PSE;;;;;;;;
0;;0;;GNB;;;GNB;;;;;;;;
0;;0;;MLI;;;MLI;;;;;;;;
0;;0;;KNA;;;KNA;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;XK;;;XK;;;;;;;;
0;;0;;MMR;;;MMR;;;;;;;;
0;;0;AIA;GBR;;;AIA;;;;;;;;
0;;0;VGB;GBR;;;VGB;;;;;;;;
0;;0;TCA;GBR;;;TCA;;;;;;;;
0;;0;;;;;;ZAL;;;;;;;
0;;0;;BWA;;;BWA;;;;;;;;
0;;0;;BDI;;;BDI;;;;;;;;
0;;0;;SLE;;;SLE;;;;;;;;
0;;0;;NLD;;;NLD;;;;;;;;
0;;0;;MWI;;;MWI;;;;;;;;
0;;0;;GBR;;;GBR;;;;;;;;
0;;0;SPM;FRA;;;SPM;;;;;;;;
0;;0;;SSD;;;SSD;;;;;;;;
0;;0;;ESH;;;ESH;;;;;;;;
0;;0;;STP;;;STP;;;;;;;;
0;;0;;YEM;;;YEM;;;;;;;;
