0;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
0;time_series_19-covid-Confirmed;1;;;;;;;;;;;;;
0;;0;;;;;COUNTRY ID;IC ID;;PROVINCE ID;;DISTRICT ID;;AREA ID;
0;;0;;AFG;;;AFG;;;;;;;;
0;;0;;ALB;;;ALB;;;;;;;;
0;;0;;DZA;;;DZA;;;;;;;;
0;;0;;AND;;;AND;;;;;;;;
0;;0;;AGO;;;AGO;;;;;;;;
0;;0;;ATG;;;ATG;;;;;;;;
0;;0;;ARG;;;ARG;;;;;;;;
0;;0;;ARM;;;ARM;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUS;;;AUS;;;;;;;;
0;;0;;AUT;;;AUT;;;;;;;;
0;;0;;AZE;;;AZE;;;;;;;;
0;;0;;BHS;;;BHS;;;;;;;;
0;;0;;BHR;;;BHR;;;;;;;;
0;;0;;BGD;;;BGD;;;;;;;;
0;;0;;BRB;;;BRB;;;;;;;;
0;;0;;BLR;;;BLR;;;;;;;;
0;;0;;BEL;;;BEL;;;;;;;;
0;;0;;BEN;;;BEN;;;;;;;;
0;;0;;BTN;;;BTN;;;;;;;;
0;;0;;BOL;;;BOL;;;;;;;;
0;;0;;BIH;;;BIH;;;;;;;;
0;;0;;BRA;;;BRA;;;;;;;;
0;;0;;BRN;;;BRN;;;;;;;;
0;;0;;BGR;;;BGR;;;;;;;;
0;;0;;BFA;;;BFA;;;;;;;;
0;;0;;CPV;;;CPV;;;;;;;;
0;;0;;KHM;;;KHM;;;;;;;;
0;;0;;CMR;;;CMR;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAN;;;CAN;;;;;;;;
0;;0;;CAF;;;CAF;;;;;;;;
0;;0;;TCD;;;TCD;;;;;;;;
0;;0;;CHL;;;CHL;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;HKG;CHN;;;HKG;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;CHN;;;CHN;;;;;;;;
0;;0;;COL;;;COL;;;;;;;;
0;;0;;COG;;;COG;;;;;;;;
0;;0;;COD;;;COD;;;;;;;;
0;;0;;CRI;;;CRI;;;;;;;;
0;;0;;CIV;;;CIV;;;;;;;;
0;;0;;HRV;;;HRV;;;;;;;;
0;;0;;;;;;DP;;;;;;;
0;;0;;CUB;;;CUB;;;;;;;;
0;;0;;CYP;;;CYP;;;;;;;;
0;;0;;CZE;;;CZE;;;;;;;;
0;;0;FRO;DNK;;;FRO;;;;;;;;
0;;0;GRL;DNK;;;GRL;;;;;;;;
0;;0;;DNK;;;DNK;;;;;;;;
0;;0;;DJI;;;DJI;;;;;;;;
0;;0;;DOM;;;DOM;;;;;;;;
0;;0;;ECU;;;ECU;;;;;;;;
0;;0;;EGY;;;EGY;;;;;;;;
0;;0;;SLV;;;SLV;;;;;;;;
0;;0;;GNQ;;;GNQ;;;;;;;;
0;;0;;ERI;;;ERI;;;;;;;;
0;;0;;EST;;;EST;;;;;;;;
0;;0;;SWZ;;;SWZ;;;;;;;;
0;;0;;ETH;;;ETH;;;;;;;;
0;;0;;FJI;;;FJI;;;;;;;;
0;;0;;FIN;;;FIN;;;;;;;;
0;;0;GUF;FRA;;;GUF;;;;;;;;
0;;0;PYF;FRA;;;PYF;;;;;;;;
0;;0;GLP;FRA;;;GLP;;;;;;;;
0;;0;MYT;FRA;;;MYT;;;;;;;;
0;;0;NCL;FRA;;;NCL;;;;;;;;
0;;0;REU;FRA;;;REU;;;;;;;;
0;;0;BLM;FRA;;;BLM;;;;;;;;
0;;0;MAF;FRA;;;MAF;;;;;;;;
0;;0;MTQ;FRA;;;MTQ;;;;;;;;
0;;0;;FRA;;;FRA;;;;;;;;
0;;0;;GAB;;;GAB;;;;;;;;
0;;0;;GMB;;;GMB;;;;;;;;
0;;0;;GEO;;;GEO;;;;;;;;
0;;0;;DEU;;;DEU;;;;;;;;
0;;0;;GHA;;;GHA;;;;;;;;
0;;0;;GRC;;;GRC;;;;;;;;
0;;0;;GTM;;;GTM;;;;;;;;
0;;0;;GIN;;;GIN;;;;;;;;
0;;0;;GUY;;;GUY;;;;;;;;
0;;0;;HTI;;;HTI;;;;;;;;
