Continent;Region;20/1/28;20/1/29;20/1/30;20/1/31;20/2/1;20/2/2;20/2/3;20/2/4;20/2/5;20/2/6;20/2/7;20/2/8;20/2/9;20/2/10;20/2/11;20/2/12;20/2/13;20/2/14;20/2/15;20/2/16;20/2/17;20/2/18;20/2/19;20/2/20;20/2/21;20/2/22;20/2/23;20/2/24;20/2/25;20/2/26;20/2/27;20/2/28;20/2/29;20/3/1;20/3/2;20/3/3;20/3/4;20/3/5;20/3/6;20/3/7;20/3/8;20/3/9;20/3/10;20/3/11;20/3/12;20/3/13;20/3/14;20/3/15;20/3/16;20/3/17;20/3/18;20/3/19;20/3/20;20/3/21;20/3/22;20/3/23;20/3/24;20/3/25;20/3/26;20/3/27;20/3/28
Africa;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;4;8;11;21;24;43;43;83;91;104;119;135;182;260;321;410;494;616;798;1.003;1.224;1.512;1.913;2.380;2.920;3.497;4.080;4.471
Asia;;57;66;77;99;113;123;126;146;159;173;181;202;215;235;251;257;270;283;305;330;346;361;378;470;599;860;1.080;1.354;1.585;1.981;2.639;3.384;4.456;5.481;6.657;8.398;9.512;10.642;12.534;14.202;15.376;16.215;17.388;19.120;20.407;22.252;24.142;26.061;27.671;29.673;31.646;33.987;36.305;38.998;42.098;45.172;48.831;54.166;59.578;66.587;73.879
Americas;;7;7;7;11;12;12;15;15;16;16;18;18;18;18;19;19;20;20;20;20;21;21;21;21;24;24;24;61;62;69;72;76;94;112;139;165;207;285;357;515;671;760;1.161;1.561;1.991;2.762;3.424;4.344;5.911;8.133;9.967;16.609;22.973;30.637;40.105;52.316;63.893;77.531;97.888;117.938;140.511
Europe;;4;6;6;13;15;15;15;16;16;16;18;23;24;29;29;30;30;30;31;31;31;31;31;31;48;90;183;261;364;514;759;1.046;1.387;2.073;2.571;3.163;4.076;5.257;6.844;8.852;11.155;13.801;16.925;21.533;22.099;34.609;41.888;49.061;58.338;67.476;78.041;93.408;109.355;128.436;144.859;166.110;185.799;211.136;239.506;268.163;297.856
Oceania;;5;6;9;9;12;12;12;13;13;14;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;16;26;28;31;40;55;58;64;68;81;96;112;133;133;208;259;308;388;467;591;718;845;1.144;1.676;1.814;2.239;2.614;3.143;3.562;4.142
CHN;;5.501;6.077;8.131;9.790;11.878;16.615;19.701;23.690;27.419;30.563;34.085;36.788;39.800;42.316;44.337;44.709;59.842;66.302;68.357;70.456;72.374;74.149;74.556;75.009;75.482;76.932;76.948;77.162;77.670;78.075;78.508;78.834;79.261;79.836;80.036;80.161;80.281;80.432;80.583;80.662;80.709;80.745;80.767;80.795;80.803;80.811;80.837;80.858;80.878;80.896;80.921;80.948;80.994;81.032;81.118;81.142;81.205;81.251;81.329;81.378;81.438
DEU;;4;4;4;5;8;10;12;12;12;12;13;13;14;14;16;16;16;16;16;16;16;16;16;16;16;16;16;16;17;27;46;48;79;130;159;196;262;482;670;799;1.040;1.176;1.457;1.908;2.078;3.675;4.585;5.795;7.272;9.257;12.327;15.320;19.848;22.213;24.873;29.056;32.986;37.323;43.938;50.871;57.695
