Continent;Region;ICC;ID;Country;ID;;Province;ID;District;ZIP;Area;Population;#
Americas;Northern America;1;CAN;Canada;0;X;;;;;;;46
Africa;Middle Africa;236;CAF;Central African Republic;0;;;;;;;;47
Africa;Middle Africa;235;TCD;Chad;0;;;;;;;;48
Americas;South America;56;CHL;Chile;0;;;;;;;;49
Asia;Eastern Asia;86;CHN;China;皖;;Anhui;;;;;63.240.000;50
Asia;Eastern Asia;86;CHN;China;京;;Beijing;;;;;21.540.000;51
Asia;Eastern Asia;86;CHN;China;渝;;Chongqing;;;;;31.020.000;52
Asia;Eastern Asia;86;CHN;China;闽;;Fujian;;;;;39.410.000;53
Asia;Eastern Asia;86;CHN;China;甘;;Gansu;;;;;26.370.000;54
Asia;Eastern Asia;86;CHN;China;粤;;Guangdong;;;;;113.460.000;55
Asia;Eastern Asia;86;CHN;China;桂;;Guangxi;;;;;49.260.000;56
Asia;Eastern Asia;86;CHN;China;贵;;Guizhou;;;;;36.000.000;57
Asia;Eastern Asia;86;CHN;China;琼;;Hainan;;;;;9.340.000;58
Asia;Eastern Asia;86;CHN;China;冀;;Hebei;;;;;75.560.000;59
Asia;Eastern Asia;86;CHN;China;黑;;Heilongjiang;;;;;37.730.000;60
Asia;Eastern Asia;86;CHN;China;豫;;Henan;;;;;96.050.000;61
Asia;Eastern Asia;852;HKG;Hong Kong;0;X;;;;;;;62
Asia;Eastern Asia;86;CHN;China;鄂;;Hubei;;;;;59.170.000;63
Asia;Eastern Asia;86;CHN;China;湘;;Hunan;;;;;68.990.000;64
Asia;Eastern Asia;86;CHN;China;蒙;;Inner Mongolia;;;;;25.340.000;65
Asia;Eastern Asia;86;CHN;China;苏;;Jiangsu;;;;;80.510.000;66
Asia;Eastern Asia;86;CHN;China;赣;;Jiangxi;;;;;46.480.000;67
Asia;Eastern Asia;86;CHN;China;吉;;Jilin;;;;;27.040.000;68
Asia;Eastern Asia;86;CHN;China;辽;;Liaoning;;;;;43.590.000;69
Asia;Eastern Asia;86;CHN;China;澳;X;Macao;;;;;660.000;70
Asia;Eastern Asia;86;CHN;China;宁;;Ningxia;;;;;6.880.000;71
Asia;Eastern Asia;86;CHN;China;青;;Qinghai;;;;;6.030.000;72
Asia;Eastern Asia;86;CHN;China;陕;;Shaanxi;;;;;38.640.000;73
Asia;Eastern Asia;86;CHN;China;鲁;;Shandong;;;;;100.470.000;74
Asia;Eastern Asia;86;CHN;China;沪;;Shanghai;;;;;24.240.000;75
Asia;Eastern Asia;86;CHN;China;晋;;Shanxi;;;;;37.180.000;76
Asia;Eastern Asia;86;CHN;China;川;;Sichuan;;;;;83.410.000;77
Asia;Eastern Asia;86;CHN;China;津;;Tianjin;;;;;15.600.000;78
Asia;Eastern Asia;86;CHN;China;བོད;X;Xizang;;;;;3.440.000;79
Asia;Eastern Asia;86;CHN;China;新;;Xinjiang;;;;;24.870.000;80
Asia;Eastern Asia;86;CHN;China;云;;Yunnan;;;;;48.300.000;81
Asia;Eastern Asia;86;CHN;China;浙;;Zhejiang;;;;;57.370.000;82
Americas;South America;57;COL;Colombia;0;;;;;;;;83
Africa;Middle Africa;242;COG;Congo Republic;0;;;;;;;;84
Africa;Middle Africa;243;COD;DR Congo;0;;;;;;;;85
Americas;Central America;506;CRI;Costa Rica;0;;;;;;;;86
Africa;Western Africa;225;CIV;Côte d'Ivoire;0;;;;;;;;87
Europe;Southern Europe;385;HRV;Croatia;0;;;;;;;;88
In;Between;5;IC;International Conveyance;DP;X;Diamond Princess;;;;;3.700;89
Americas;Caribbean;53;CUB;Cuba;0;;;;;;;;90
Asia;Western Asia;357;CYP;Cyprus;0;;;;;;;;91
Europe;Eastern Europe;420;CZE;Czechia;0;;;;;;;;92
Europe;Northern Europe;298;FRO;Faroe Islands;0;X;;;;;;;93
Americas;Northern America;299;GRL;Greenland;0;X;;;;;;;94
Europe;Northern Europe;45;DNK;Denmark;0;;;;;;;;95
Africa;Eastern Africa;253;DJI;Djibouti;0;;;;;;;;96
Americas;Caribbean;1;DOM;Dominican Republic;0;;;;;;;;97
Americas;South America;593;ECU;Ecuador;0;;;;;;;;98
Africa;Northern Africa;20;EGY;Egypt;0;;;;;;;;99
Americas;Central America;503;SLV;El Salvador;0;;;;;;;;100
Africa;Middle Africa;240;GNQ;Equatorial Guinea;0;;;;;;;;101
Africa;Eastern Africa;291;ERI;Eritrea;0;;;;;;;;102
Europe;Northern Europe;372;EST;Estonia;0;;;;;;;;103
Africa;Southern Africa;268;SWZ;Eswatini;0;;;;;;;;104
Africa;Eastern Africa;251;ETH;Ethiopia;0;;;;;;;;105
Oceania;Melanesia;679;FJI;Fiji;0;;;;;;;;106
Europe;Northern Europe;358;FIN;Finland;0;;;;;;;;107
Americas;South America;594;GUF;French Guiana;0;X;;;;;;;108
Oceania;Polynesia;689;PYF;French Polynesia;0;X;;;;;;;109
Americas;Caribbean;590;GLP;Guadeloupe;0;X;;;;;;;110
Africa;Eastern Africa;262;MYT;Mayotte;0;X;;;;;;;111
Oceania;Melanesia;687;NCL;New Caledonia;0;X;;;;;;;112
Africa;Eastern Africa;262;REU;Réunion;0;X;;;;;;;113
Americas;Caribbean;590;BLM;Saint Barthélemy;0;X;;;;;;;114
Americas;Caribbean;590;MAF;Saint Martin;0;X;;;;;;;115
Americas;Caribbean;596;MTQ;Martinique;0;X;;;;;;;116
Europe;Western Europe;33;FRA;France;0;;;;;;;;117
Africa;Middle Africa;241;GAB;Gabon;0;;;;;;;;118
Africa;Western Africa;220;GMB;Gambia;0;;;;;;;;119
Asia;Western Asia;995;GEO;Georgia;0;;;;;;;;120
Europe;Western Europe;49;DEU;Germany;0;;;;;;;;121
Africa;Western Africa;233;GHA;Ghana;0;;;;;;;;122
Europe;Southern Europe;30;GRC;Greece;0;;;;;;;;123
Americas;Central America;502;GTM;Guatemala;0;;;;;;;;124
Africa;Western Africa;224;GIN;Guinea;0;;;;;;;;125
Americas;South America;592;GUY;Guyana;0;;;;;;;;126
Americas;Caribbean;509;HTI;Haiti;0;;;;;;;;127
Europe;Southern Europe;39;VAT;Holy See;0;;;;;;;;128
Americas;Central America;504;HND;Honduras;0;;;;;;;;129
Europe;Eastern Europe;36;HUN;Hungary;0;;;;;;;;130
Europe;Northern Europe;354;ISL;Iceland;0;;;;;;;;131
Asia;Southern Asia;91;IND;India;0;;;;;;;;132
Asia;South-eastern Asia;62;IDN;Indonesia;0;;;;;;;;133
Asia;Southern Asia;98;IRN;Iran;0;;;;;;;;134
Asia;Western Asia;964;IRQ;Iraq;0;;;;;;;;135
Europe;Northern Europe;353;IRL;Ireland;0;;;;;;;;136
Asia;Western Asia;972;ISR;Israel;0;;;;;;;;137
Europe;Southern Europe;39;ITA;Italy;0;;;;;;;;138
Americas;Caribbean;1;JAM;Jamaica;0;;;;;;;;139
Asia;Eastern Asia;81;JPN;Japan;0;;;;;;;;140
Asia;Western Asia;962;JOR;Jordan;0;;;;;;;;141
Asia;Central Asia;7;KAZ;Kazakhstan;0;;;;;;;;142
Africa;Eastern Africa;254;KEN;Kenya;0;;;;;;;;143
Asia;Eastern Asia;82;KOR;South Korea;0;;;;;;;;144
Asia;Western Asia;965;KWT;Kuwait;0;;;;;;;;145
Asia;Central Asia;996;KGZ;Kyrgyzstan;0;;;;;;;;146
Europe;Northern Europe;371;LVA;Latvia;0;;;;;;;;147
Asia;Western Asia;961;LBN;Lebanon;0;;;;;;;;148
Africa;Western Africa;231;LBR;Liberia;0;;;;;;;;149
Europe;Western Europe;423;LIE;Liechtenstein;0;;;;;;;;150
Europe;Northern Europe;370;LTU;Lithuania;0;;;;;;;;151
Europe;Western Europe;352;LUX;Luxembourg;0;;;;;;;;152
Africa;Eastern Africa;261;MDG;Madagascar;0;;;;;;;;153
Asia;South-eastern Asia;60;MYS;Malaysia;0;;;;;;;;154
Asia;Southern Asia;960;MDV;Maldives;0;;;;;;;;155
Europe;Southern Europe;356;MLT;Malta;0;;;;;;;;156
Africa;Western Africa;222;MRT;Mauritania;0;;;;;;;;157
Africa;Eastern Africa;230;MUS;Mauritius;0;;;;;;;;158
Americas;Central America;52;MEX;Mexico;0;;;;;;;;159
Europe;Eastern Europe;373;MDA;Moldova;0;;;;;;;;160
Europe;Western Europe;377;MCO;Monaco;0;;;;;;;;161
Asia;Eastern Asia;976;MNG;Mongolia;0;;;;;;;;162
Europe;Southern Europe;382;MNE;Montenegro;0;;;;;;;;163
Africa;Northern Africa;212;MAR;Morocco;0;;;;;;;;164
Africa;Southern Africa;264;NAM;Namibia;0;;;;;;;;165
Asia;Southern Asia;977;NPL;Nepal;0;;;;;;;;166
Americas;Caribbean;297;ABW;Aruba;0;X;;;;;;;167
Americas;Caribbean;599;CUW;Curaçao;0;X;;;;;;;168
Americas;Caribbean;1;SXM;Sint Maarten;0;X;;;;;;;169
Europe;Western Europe;31;NLD;Netherlands;0;;;;;;;;170
Oceania;Oceania;64;NZL;New Zealand;0;;;;;;;;171
Americas;Central America;505;NIC;Nicaragua;0;;;;;;;;172
Africa;Western Africa;227;NER;Niger;0;;;;;;;;173
Africa;Western Africa;234;NGA;Nigeria;0;;;;;;;;174
Europe;Southern Europe;389;MKD;North Macedonia;0;;;;;;;;175
Europe;Northern Europe;47;NOR;Norway;0;;;;;;;;176
Asia;Western Asia;968;OMN;Oman;0;;;;;;;;177
Asia;Southern Asia;92;PAK;Pakistan;0;;;;;;;;178
Americas;Central America;507;PAN;Panama;0;;;;;;;;179
Oceania;Melanesia;675;PNG;Papua New Guinea;0;;;;;;;;180
Americas;South America;595;PRY;Paraguay;0;;;;;;;;181
Americas;South America;51;PER;Peru;0;;;;;;;;182
Asia;South-eastern Asia;63;PHL;Philippines;0;;;;;;;;183
Europe;Eastern Europe;48;POL;Poland;0;;;;;;;;184
Europe;Southern Europe;351;PRT;Portugal;0;;;;;;;;185
Asia;Western Asia;974;QAT;Qatar;0;;;;;;;;186
Europe;Eastern Europe;40;ROU;Romania;0;;;;;;;;187
Europe;Eastern Europe;7;RUS;Russia;0;;;;;;;;188
Africa;Eastern Africa;250;RWA;Rwanda;0;;;;;;;;189
Americas;Caribbean;1;LCA;Saint Lucia;0;;;;;;;;190
Americas;Caribbean;1;VCT;Saint Vincent and the Grenadines;0;;;;;;;;191
Europe;Southern Europe;378;SMR;San Marino;0;;;;;;;;192
Asia;Western Asia;966;SAU;Saudi Arabia;0;;;;;;;;193
Africa;Western Africa;221;SEN;Senegal;0;;;;;;;;194
Europe;Southern Europe;381;SRB;Serbia;0;;;;;;;;195
Africa;Eastern Africa;248;SYC;Seychelles;0;;;;;;;;196
Asia;South-eastern Asia;65;SGP;Singapore;0;;;;;;;;197
Europe;Eastern Europe;421;SVK;Slovakia;0;;;;;;;;198
Europe;Southern Europe;386;SVN;Slovenia;0;;;;;;;;199
Africa;Eastern Africa;252;SOM;Somalia;0;;;;;;;;200
Africa;Southern Africa;27;ZAF;South Africa;0;;;;;;;;201
Europe;Southern Europe;34;ESP;Spain;0;;;;;;;;202
Asia;Southern Asia;94;LKA;Sri Lanka;0;;;;;;;;203
Africa;Northern Africa;249;SDN;Sudan;0;;;;;;;;204
Americas;South America;597;SUR;Suriname;0;;;;;;;;205
Europe;Northern Europe;46;SWE;Sweden;0;;;;;;;;206
Europe;Western Europe;41;CHE;Switzerland;0;;;;;;;;207
Asia;Eastern Asia;886;TWN;Taiwan;0;;;;;;;;208
Africa;Eastern Africa;255;TZA;Tanzania;0;;;;;;;;209
Asia;South-eastern Asia;66;THA;Thailand;0;;;;;;;;210
Africa;Western Africa;228;TGO;Togo;0;;;;;;;;211
Americas;Caribbean;1;TTO;Trinidad and Tobago;0;;;;;;;;212
Africa;Northern Africa;216;TUN;Tunisia;0;;;;;;;;213
Asia;Western Asia;90;TUR;Turkey;0;;;;;;;;214
Africa;Eastern Africa;256;UGA;Uganda;0;;;;;;;;215
Europe;Eastern Europe;380;UKR;Ukraine;0;;;;;;;;216
Asia;Western Asia;971;ARE;United Arab Emirates;0;;;;;;;;217
Americas;Northern America;1;BMU;Bermuda;0;X;;;;;;;218
Americas;Caribbean;1;CYM;Cayman Islands;0;X;;;;;;;219
Europe;Northern Europe;44;GBR;United Kingdom;0;X;;;;;;;220
Europe;Southern Europe;350;GIB;Gibraltar;0;X;;;;;;;221
Europe;Northern Europe;44;IMN;Isle of Man;0;X;;;;;;;222
Americas;Caribbean;1;MSR;Montserrat;0;X;;;;;;;223
Europe;Northern Europe;44;GBR;United Kingdom;0;;;;;;;;224
Americas;South America;598;URY;Uruguay;0;;;;;;;;225
Americas;Northern America;1;USA;United States;0;;;;;;;;226
Asia;Central Asia;998;UZB;Uzbekistan;0;;;;;;;;227
Americas;South America;58;VEN;Venezuela;0;;;;;;;;228
Asia;South-eastern Asia;84;VNM;Vietnam;0;;;;;;;;229
Africa;Eastern Africa;260;ZMB;Zambia;0;;;;;;;;230
Africa;Eastern Africa;263;ZWE;Zimbabwe;0;;;;;;;;231
Americas;Northern America;1;CAN;Canada;0;X;;;;;;;232
Americas;Caribbean;1;DMA;Dominica;0;;;;;;;;233
Americas;Caribbean;1;GRD;Grenada;0;;;;;;;;234
Africa;Eastern Africa;258;MOZ;Mozambique;0;;;;;;;;235
Asia;Western Asia;963;SYR;Syria;0;;;;;;;;236
Asia;South-eastern Asia;670;TLS;East Timor;0;;;;;;;;237
Americas;Central America;501;BLZ;Belize;0;;;;;;;;238
Americas;Northern America;1;CAN;Canada;0;X;;;;;;;239
Asia;South-eastern Asia;856;LAO;Laos;0;;;;;;;;240
Africa;Northern Africa;218;LBY;Libya;0;;;;;;;;241
Asia;Western Asia;970;PSE;Palestine;0;;;;;;;;242
Africa;Western Africa;245;GNB;Guinea-Bissau;0;;;;;;;;243
Africa;Western Africa;223;MLI;Mali;0;;;;;;;;244
Americas;Caribbean;1;KNA;Saint Kitts and Nevis;0;;;;;;;;245
Americas;Northern America;1;CAN;Canada;0;X;;;;;;;246
Americas;Northern America;1;CAN;Canada;0;X;;;;;;;247
Europe;Southern Europe;383;XK;Kosovo;0;;;;;;;;248
Asia;South-eastern Asia;95;MMR;Myanmar;0;;;;;;;;249
Americas;Caribbean;1;AIA;Anguilla;0;X;;;;;;;250
Americas;Caribbean;1;VGB;British Virgin Islands;0;X;;;;;;;251
Americas;Caribbean;1;TCA;Turks and Caicos Islands;0;X;;;;;;;252
In;Between;5;IC;International Conveyance;ZAL;X;MS Zaandam;;;;;2.200;253
