0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
0;;0;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;;;
0;JHU Daily Report;1;;;;;;;;;;;;;;
0;;0;COUNTRY ID;;;;;IC ID;;PROVINCE ID;;DISTRICT ID;;AREA ID;;DATA TIMESTAMP
;;;;USA;USA;;USA;;;;;45001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;22001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;51001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;16001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;19001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;21001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;29001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;40001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;08001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;16003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;17001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;18001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;19003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;28001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;31001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;38001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;39001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;42001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;53001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;55001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;50001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;45003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;27001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;12001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;37001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;06001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;08003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;36001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;56001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;51003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;26001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;28003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;02013;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;02016;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;17003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;37003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;51510;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;40003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;26003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;19005;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;26005;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;24001;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;36003;;;;2020-03-28 23:05:00
0;;;;USA;USA;;USA;;;;;37005;;;;2020-03-28 23:05:00
